speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,speakerXsessionid,procedural_prob,n,cluster_1_p
11741,1090099659,HARKIN,THOMAS,S,IA,M,D,,voting,20051216,1939-11-19,1939,2005,66,109117411,0.0,9,0.0
11465,1090099724,CLINTON,HILLARY,S,NY,F,D,,voting,20051216,1947-10-26,1947,2005,58,109114651,0.0,10,0.0
11412,1090099737,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20051216,1953-03-02,1953,2005,52,109114121,0.0,10,0.1
11299,1090099822,FRIST,WILLIAM,S,TN,M,R,,voting,20051216,1952-02-22,1952,2005,53,109112991,0.0,9,0.2222222222222222
12170,1090100041,WATERS,MAXINE,H,CA,F,D,35.0,voting,20051216,1938-08-15,1938,2005,67,109121700,0.0,9,1.0
12131,1090100834,SENSENBRENNER,F.,H,WI,M,R,5.0,voting,20051217,1943-06-14,1943,2005,62,109121310,0.0,20,0.05
11397,1090100887,BOEHLERT,SHERWOOD,H,NY,M,R,24.0,voting,20051217,1936-09-28,1936,2005,69,109113970,0.0,9,0.0
11299,1090101230,FRIST,WILLIAM,S,TN,M,R,,voting,20051218,1952-02-22,1952,2005,53,109112991,0.0,9,0.0
11422,1090101522,HEFLEY,JOEL,H,CO,M,R,5.0,voting,20051218,1935-04-18,1935,2005,70,109114220,0.0,9,0.1111111111111111
11747,1090101526,UDALL,MARK,H,CO,M,D,2.0,voting,20051218,1950-07-18,1950,2005,55,109117470,0.0,10,0.1
12141,1090101620,SLAUGHTER,LOUISE,H,NY,F,D,28.0,voting,20051218,1929-08-14,1929,2005,76,109121410,0.0,10,0.1
11462,1090102027,BYRD,ROBERT,S,WV,M,D,,voting,20051219,1917-11-20,1917,2005,88,109114621,0.0,9,0.1111111111111111
11823,1090102313,STABENOW,DEBBIE,S,MI,F,D,,voting,20051220,1950-04-29,1950,2005,55,109118231,0.0,10,0.0
11817,1090102783,HATCH,ORRIN,S,UT,M,R,,voting,20051221,1934-03-22,1934,2005,71,109118171,0.0,9,0.1111111111111111
11417,1090102863,GREGG,JUDD,S,NH,M,R,,voting,20051221,1947-02-14,1947,2005,58,109114171,0.0,9,0.0
11639,1090103015,OBAMA,BARACK,S,IL,M,D,,voting,20051221,1961-08-04,1961,2005,44,109116391,0.0,10,0.0
11647,1090103019,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,20051221,1942-02-24,1942,2005,63,109116471,0.0,9,0.0
12018,1090103079,LEAHY,PATRICK,S,VT,M,D,,voting,20051221,1940-03-31,1940,2005,65,109120181,0.0,9,0.1111111111111111
12018,1090103313,LEAHY,PATRICK,S,VT,M,D,,voting,20051221,1940-03-31,1940,2005,65,109120181,0.0,9,0.0
11832,1090103318,DURBIN,RICHARD,S,IL,M,D,,voting,20051221,1944-11-21,1944,2005,61,109118321,0.0,9,0.0
12018,1090103488,LEAHY,PATRICK,S,VT,M,D,,voting,20060120,1940-03-31,1940,2006,66,109120181,0.0,9,0.0
12018,1090103535,LEAHY,PATRICK,S,VT,M,D,,voting,20060125,1940-03-31,1940,2006,66,109120181,0.0,10,0.0
12018,1090103664,LEAHY,PATRICK,S,VT,M,D,,voting,20060125,1940-03-31,1940,2006,66,109120181,0.0,9,0.0
11813,1090103812,CARPER,THOMAS,S,DE,M,D,,voting,20060126,1947-01-23,1947,2006,59,109118131,0.0,10,0.2
12018,1090103873,LEAHY,PATRICK,S,VT,M,D,,voting,20060126,1940-03-31,1940,2006,66,109120181,0.0,10,0.0
12135,1090104160,SHELBY,RICHARD,S,AL,M,R,,voting,20060131,1934-05-06,1934,2006,72,109121351,0.0,10,0.0
11992,1090104958,JACKSON LEE,SHEILA,H,TX,F,D,18.0,voting,20060201,1950-01-12,1950,2006,56,109119920,0.0,9,0.0
11610,1090105103,STUPAK,BART,H,MI,M,D,1.0,voting,20060201,1952-02-29,1952,2006,54,109116100,0.0,10,0.0
11639,1090106452,OBAMA,BARACK,S,IL,M,D,,voting,20060208,1961-08-04,1961,2006,45,109116391,0.0,10,0.0
11741,1090107017,HARKIN,THOMAS,S,IA,M,D,,voting,20060210,1939-11-19,1939,2006,67,109117411,0.0,9,1.0
11841,1090107965,SESSIONS,JEFFERSON,S,AL,M,R,,voting,20060215,1946-12-24,1946,2006,60,109118411,0.0,10,0.0
12018,1090108017,LEAHY,PATRICK,S,VT,M,D,,voting,20060215,1940-03-31,1940,2006,66,109120181,0.0,10,0.0
12037,1090108488,MARKEY,EDWARD,H,MA,M,D,7.0,voting,20060216,1946-07-11,1946,2006,60,109120370,0.0,9,0.0
11327,1090108783,SANTORUM,RICHARD,S,PA,M,R,,voting,20060216,1958-05-10,1958,2006,48,109113271,0.0,9,0.2222222222222222
11641,1090108795,AKAKA,DANIEL,S,HI,M,D,,voting,20060216,1924-09-11,1924,2006,82,109116411,0.0,9,0.0
11831,1090108950,CORNYN,JOHN,S,TX,M,R,,voting,20060217,1952-02-02,1952,2006,54,109118311,0.0,10,0.0
11812,1090109389,CARDIN,BENJAMIN,H,MD,M,D,3.0,voting,20060228,1943-10-05,1943,2006,63,109118120,0.0,10,1.0
12018,1090109659,LEAHY,PATRICK,S,VT,M,D,,voting,20060301,1940-03-31,1940,2006,66,109120181,0.0,10,0.0
11412,1090109731,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20060301,1953-03-02,1953,2006,53,109114121,0.0,19,0.2631578947368421
11646,1090110183,KYL,JON,S,AZ,M,R,,voting,20060302,1942-04-25,1942,2006,64,109116461,0.0,10,0.0
12018,1090110237,LEAHY,PATRICK,S,VT,M,D,,voting,20060302,1940-03-31,1940,2006,66,109120181,0.0,10,0.0
11299,1090110374,FRIST,WILLIAM,S,TN,M,R,,voting,20060302,1952-02-22,1952,2006,54,109112991,0.0,9,0.2222222222222222
11410,1090110815,DORGAN,BYRON,S,ND,M,D,,voting,20060303,1942-05-14,1942,2006,64,109114101,0.0,10,0.1
11299,1090110821,FRIST,WILLIAM,S,TN,M,R,,voting,20060303,1952-02-22,1952,2006,54,109112991,0.0,10,0.0
11647,1090110917,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,20060306,1942-02-24,1942,2006,64,109116471,0.0,18,0.3888888888888889
11409,1090111198,DODD,CHRISTOPHER,S,CT,M,D,,voting,20060307,1944-05-27,1944,2006,62,109114091,0.0,9,0.0
11630,1090111338,HARMAN,JANE,H,CA,F,D,36.0,voting,20060307,1945-06-28,1945,2006,61,109116300,0.0,9,0.0
11821,1090111879,NELSON,BILL,S,FL,M,D,,voting,20060308,1942-09-29,1942,2006,64,109118211,0.0,9,0.0
11903,1090112067,CONYERS,JOHN,H,MI,M,D,14.0,voting,20060308,1929-05-16,1929,2006,77,109119030,0.0,57,0.0175438596491228
11499,1090112085,LANTOS,TOM,H,CA,M,D,12.0,voting,20060308,1928-02-01,1928,2006,78,109114990,0.0,9,0.0
11627,1090112308,CARDOZA,DENNIS,H,CA,M,D,18.0,voting,20060308,1959-03-31,1959,2006,47,109116270,0.0,10,0.0
11353,1090113141,COLEMAN,NORM,S,MN,M,R,,voting,20060309,1949-08-17,1949,2006,57,109113531,0.0,10,0.1
11299,1090113241,FRIST,WILLIAM,S,TN,M,R,,voting,20060309,1952-02-22,1952,2006,54,109112991,0.0,9,0.0
11639,1090114338,OBAMA,BARACK,S,IL,M,D,,voting,20060314,1961-08-04,1961,2006,45,109116391,0.0,9,0.1111111111111111
11945,1090114392,FOXX,VIRGINIA,H,NC,F,R,5.0,voting,20060314,1943-06-29,1943,2006,63,109119450,0.0,10,0.1
11863,1090114396,BLACKBURN,MARSHA,H,TN,F,R,7.0,voting,20060314,1952-06-06,1952,2006,54,109118630,0.0,10,0.1
12085,1090114577,POE,TED,H,TX,M,R,2.0,voting,20060314,1948-09-10,1948,2006,58,109120850,0.0,10,0.2
12179,1090114884,WYDEN,RON,S,OR,M,D,,voting,20060315,1949-05-03,1949,2006,57,109121791,0.0,10,0.0
11735,1090115138,BAUCUS,MAX,S,MT,M,D,,voting,20060315,1941-12-11,1941,2006,65,109117351,0.0,9,0.0
11693,1090115285,LEWIS,JERRY,H,CA,M,R,41.0,voting,20060315,1934-10-21,1934,2006,72,109116930,0.0,9,0.1111111111111111
12028,1090115439,LOWEY,NITA,H,NY,F,D,18.0,voting,20060315,1937-07-05,1937,2006,69,109120280,0.0,9,0.0
12090,1090115932,PRICE,DAVID,H,NC,M,D,4.0,voting,20060316,1940-08-17,1940,2006,66,109120900,0.0,9,0.0
11430,1090116117,KOLBE,JAMES,H,AZ,M,R,8.0,voting,20060316,1942-06-28,1942,2006,64,109114300,0.0,9,0.1111111111111111
11451,1090117163,SPECTER,ARLEN,S,PA,M,D,,voting,20060316,1930-02-12,1930,2006,76,109114511,0.0,20,0.05
11417,1090117348,GREGG,JUDD,S,NH,M,R,,voting,20060327,1947-02-14,1947,2006,59,109114171,0.0,9,0.0
11353,1090117411,COLEMAN,NORM,S,MN,M,R,,voting,20060327,1949-08-17,1949,2006,57,109113531,0.0,9,0.3333333333333333
12070,1090117918,NUNES,DEVIN,H,CA,M,R,21.0,voting,20060328,1973-10-01,1973,2006,33,109120700,0.0,10,0.0
11583,1090117964,MEEK,KENDRICK,H,FL,M,D,17.0,voting,20060328,1966-09-06,1966,2006,40,109115830,0.0,10,1.0
11494,1090118262,KENNEDY,EDWARD,S,MA,M,D,,voting,20060329,1932-02-22,1932,2006,74,109114941,0.0,9,0.0
11647,1090118402,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,20060329,1942-02-24,1942,2006,64,109116471,0.0,10,0.1
11771,1090119336,MCKEON,HOWARD,H,CA,M,R,25.0,voting,20060330,1938-09-09,1938,2006,68,109117710,9.209344476962061e-09,10,0.0
11417,1090119575,GREGG,JUDD,S,NH,M,R,,voting,20060330,1947-02-14,1947,2006,59,109114171,0.0,10,0.0
11823,1090119769,STABENOW,DEBBIE,S,MI,F,D,,voting,20060330,1950-04-29,1950,2006,56,109118231,0.0,10,0.8
11299,1090119943,FRIST,WILLIAM,S,TN,M,R,,voting,20060331,1952-02-22,1952,2006,54,109112991,0.0,9,0.0
11658,1090121113,BACA,JOE,H,CA,M,D,43.0,voting,20060405,1947-01-23,1947,2006,59,109116580,0.0,9,0.0
11763,1090121320,HALL,RALPH,H,TX,M,R,4.0,voting,20060405,1923-05-03,1923,2006,83,109117630,0.0,10,0.0
11690,1090121907,KUCINICH,DENNIS,H,OH,M,D,10.0,voting,20060406,1946-10-08,1946,2006,60,109116900,0.0,9,0.1111111111111111
11726,1090122597,KERRY,JOHN,S,MA,M,D,,voting,20060406,1943-12-11,1943,2006,63,109117261,0.0,9,0.1111111111111111
11353,1090123297,COLEMAN,NORM,S,MN,M,R,,voting,20060425,1949-08-17,1949,2006,57,109113531,0.0,9,0.1111111111111111
11465,1090123802,CLINTON,HILLARY,S,NY,F,D,,voting,20060426,1947-10-26,1947,2006,59,109114651,0.0,9,0.2222222222222222
11746,1090123978,ROCKEFELLER,JOHN,S,WV,M,D,,voting,20060426,1937-06-18,1937,2006,69,109117461,0.0,10,0.1
11597,1090124291,PUTNAM,ADAM,H,FL,M,R,12.0,voting,20060426,1974-07-31,1974,2006,32,109115970,0.0,10,0.0
12045,1090124315,MCGOVERN,JAMES,H,MA,M,D,3.0,voting,20060426,1959-11-20,1959,2006,47,109120450,0.0,9,0.0
11630,1090124341,HARMAN,JANE,H,CA,F,D,36.0,voting,20060426,1945-06-28,1945,2006,61,109116300,0.0,10,0.0
11567,1090124373,HOEKSTRA,PETER,H,MI,M,R,2.0,voting,20060426,1953-10-30,1953,2006,53,109115670,0.0,9,0.1111111111111111
11829,1090126120,COCHRAN,THAD,S,MS,M,R,,voting,20060502,1937-12-07,1937,2006,69,109118291,0.0,19,0.1052631578947368
11829,1090126140,COCHRAN,THAD,S,MS,M,R,,voting,20060502,1937-12-07,1937,2006,69,109118291,0.0,10,0.0
11647,1090126258,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,20060502,1942-02-24,1942,2006,64,109116471,0.0,9,0.0
11772,1090127854,MICHAUD,MICHAEL,H,ME,M,D,2.0,voting,20060504,1955-01-18,1955,2006,51,109117720,0.0,10,0.0
12005,1090127988,KING,PETER,H,NY,M,R,3.0,voting,20060504,1944-04-05,1944,2006,62,109120050,0.0,9,0.0
11412,1090128511,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20060504,1953-03-02,1953,2006,53,109114121,0.0,10,0.3
11475,1090128626,ENSIGN,JOHN,S,NV,M,R,,voting,20060504,1958-03-25,1958,2006,48,109114751,0.0,10,0.0
11641,1090128632,AKAKA,DANIEL,S,HI,M,D,,voting,20060504,1924-09-11,1924,2006,82,109116411,0.0,9,0.0
11649,1090128638,NELSON,BEN,S,NE,M,D,,voting,20060504,1941-05-17,1941,2006,65,109116491,0.0,9,0.5555555555555556
11494,1090128879,KENNEDY,EDWARD,S,MA,M,D,,voting,20060508,1932-02-22,1932,2006,74,109114941,0.0,10,0.8
11456,1090128898,VOINOVICH,GEORGE,S,OH,M,R,,voting,20060508,1936-07-15,1936,2006,70,109114561,0.0,10,0.7
11787,1090129168,WOLF,FRANK,H,VA,M,R,10.0,voting,20060509,1939-01-30,1939,2006,67,109117870,0.0,10,0.0
11938,1090129387,FITZPATRICK,MICHAEL,H,PA,M,R,8.0,voting,20060509,1963-06-28,1963,2006,43,109119380,0.0,9,0.1111111111111111
11412,1090129734,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20060510,1953-03-02,1953,2006,53,109114121,0.0,10,0.1
11920,1090130716,DENT,CHARLES,H,PA,M,R,15.0,voting,20060511,1960-05-24,1960,2006,46,109119200,0.0,18,0.0
12122,1090130826,SCHAKOWSKY,JANICE,H,IL,F,D,9.0,voting,20060511,1944-05-26,1944,2006,62,109121220,0.0,19,0.1052631578947368
11916,1090131627,DEFAZIO,PETER,H,OR,M,D,4.0,voting,20060516,1947-05-27,1947,2006,59,109119160,0.0,27,0.1111111111111111
11445,1090131912,SALAZAR,KEN,S,CO,M,D,,voting,20060516,1955-03-02,1955,2006,51,109114451,0.0,10,0.0
11409,1090132123,DODD,CHRISTOPHER,S,CT,M,D,,voting,20060516,1944-05-27,1944,2006,62,109114091,0.0,10,0.0
12096,1090132224,REID,HARRY,S,NV,M,D,,voting,20060517,1939-12-02,1939,2006,67,109120961,0.0,9,0.1111111111111111
12165,1090132318,VITTER,DAVID,S,LA,M,R,,voting,20060517,1961-05-03,1961,2006,45,109121651,0.0,9,0.0
11863,1090132744,BLACKBURN,MARSHA,H,TN,F,R,7.0,voting,20060517,1952-06-06,1952,2006,54,109118630,0.0,9,0.0
12046,1090134309,MCHENRY,PATRICK,H,NC,M,R,10.0,voting,20060518,1975-10-22,1975,2006,31,109120460,0.0,10,0.1
12046,1090134311,MCHENRY,PATRICK,H,NC,M,R,10.0,voting,20060518,1975-10-22,1975,2006,31,109120460,0.0,9,0.0
12123,1090134900,SCHIFF,ADAM,H,CA,M,D,29.0,voting,20060518,1960-06-22,1960,2006,46,109121230,0.0,9,0.0
11297,1090134990,DEWINE,MICHAEL,S,OH,M,R,,voting,20060519,1947-01-05,1947,2006,59,109112971,0.0,18,0.1111111111111111
11655,1090135375,AKIN,W.,H,MO,M,R,2.0,voting,20060519,1947-07-05,1947,2006,59,109116550,0.0,10,0.0
11816,1090135516,FEINSTEIN,DIANNE,S,CA,F,D,,voting,20060522,1933-06-22,1933,2006,73,109118161,0.0,18,0.1111111111111111
11838,1090136076,REED,JOHN,S,RI,M,D,,voting,20060523,1949-11-12,1949,2006,57,109118381,0.0,10,0.2
11959,1090136281,GRASSLEY,CHARLES,S,IA,M,R,,voting,20060523,1933-09-17,1933,2006,73,109119591,0.0,9,0.1111111111111111
11841,1090136404,SESSIONS,JEFFERSON,S,AL,M,R,,voting,20060523,1946-12-24,1946,2006,60,109118411,0.0,10,0.0
11720,1090136501,WOOLSEY,LYNN,H,CA,F,D,6.0,voting,20060523,1937-11-03,1937,2006,69,109117200,0.0,18,0.1666666666666666
11399,1090136629,BONILLA,HENRY,H,TX,M,R,23.0,voting,20060523,1954-01-02,1954,2006,52,109113990,0.0,10,0.0
11700,1090136707,PAUL,RONALD,H,TX,M,R,14.0,voting,20060523,1935-08-20,1935,2006,71,109117000,0.0,9,0.1111111111111111
11494,1090137273,KENNEDY,EDWARD,S,MA,M,D,,voting,20060524,1932-02-22,1932,2006,74,109114941,0.0,10,0.0
11494,1090137376,KENNEDY,EDWARD,S,MA,M,D,,voting,20060524,1932-02-22,1932,2006,74,109114941,0.0,10,0.0
11841,1090137519,SESSIONS,JEFFERSON,S,AL,M,R,,voting,20060524,1946-12-24,1946,2006,60,109118411,0.0,10,0.0
11863,1090137953,BLACKBURN,MARSHA,H,TN,F,R,7.0,voting,20060524,1952-06-06,1952,2006,54,109118630,0.0,10,0.0
11747,1090138179,UDALL,MARK,H,CO,M,D,2.0,voting,20060524,1950-07-18,1950,2006,56,109117470,0.0,9,0.1111111111111111
11486,1090138484,HOBSON,DAVID,H,OH,M,R,7.0,voting,20060524,1936-10-17,1936,2006,70,109114860,0.0,10,0.0
11465,1090139167,CLINTON,HILLARY,S,NY,F,D,,voting,20060525,1947-10-26,1947,2006,59,109114651,0.0,9,0.1111111111111111
11639,1090139279,OBAMA,BARACK,S,IL,M,D,,voting,20060525,1961-08-04,1961,2006,45,109116391,0.0,10,0.2
12103,1090139637,ROGERS,HAROLD,H,KY,M,R,5.0,voting,20060525,1937-12-31,1937,2006,69,109121030,0.0,10,0.1
11409,1090140648,DODD,CHRISTOPHER,S,CT,M,D,,voting,20060606,1944-05-27,1944,2006,62,109114091,0.0,10,0.0
11297,1090141787,DEWINE,MICHAEL,S,OH,M,R,,voting,20060607,1947-01-05,1947,2006,59,109112971,0.0,9,0.0
12028,1090143131,LOWEY,NITA,H,NY,F,D,18.0,voting,20060609,1937-07-05,1937,2006,69,109120280,0.0,10,0.0
12077,1090143372,PEARCE,STEVAN,H,NM,M,R,2.0,voting,20060609,1947-08-24,1947,2006,59,109120770,0.0,10,0.0
12078,1090143629,PELOSI,NANCY,H,CA,F,D,8.0,voting,20060612,1940-03-26,1940,2006,66,109120780,0.0,10,0.0
11670,1090143800,BURTON,DAN,H,IN,M,R,5.0,voting,20060612,1938-06-21,1938,2006,68,109116700,0.0,10,0.0
11670,1090143802,BURTON,DAN,H,IN,M,R,5.0,voting,20060612,1938-06-21,1938,2006,68,109116700,0.0,10,0.0
11600,1090144269,SALAZAR,JOHN,H,CO,M,D,3.0,voting,20060613,1953-07-21,1953,2006,53,109116000,0.0,9,0.1111111111111111
11644,1090145156,HUTCHISON,KAY,S,TX,F,R,,voting,20060614,1943-07-22,1943,2006,63,109116441,0.0,10,0.1
11392,1090145195,WARNER,JOHN,S,VA,M,R,,voting,20060614,1927-02-18,1927,2006,79,109113921,0.0,10,0.0
12001,1090145882,KAPTUR,MARCY,H,OH,F,D,9.0,voting,20060614,1946-06-17,1946,2006,60,109120010,0.0,18,0.8888888888888888
11647,1090146022,LIEBERMAN,JOSEPH,S,CT,M,D,,voting,20060615,1942-02-24,1942,2006,64,109116471,0.0,10,0.0
11412,1090146083,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20060615,1953-03-02,1953,2006,53,109114121,0.0,19,0.1578947368421052
11462,1090147178,BYRD,ROBERT,S,WV,M,D,,voting,20060616,1917-11-20,1917,2006,89,109114621,0.0,9,0.3333333333333333
11588,1090147757,MOORE,DENNIS,H,KS,M,D,3.0,voting,20060619,1945-11-08,1945,2006,61,109115880,0.0,9,1.0
11518,1090148879,SAXTON,H.,H,NJ,M,R,3.0,voting,20060620,1943-01-22,1943,2006,63,109115180,0.0,10,0.0
12155,1090149121,TIBERI,PATRICK,H,OH,M,R,12.0,voting,20060621,1962-10-21,1962,2006,44,109121550,0.0,9,0.1111111111111111
11438,1090149276,OSBORNE,THOMAS,H,NE,M,R,3.0,voting,20060621,1937-02-23,1937,2006,69,109114380,0.0,10,0.1
11870,1090150816,BOXER,BARBARA,S,CA,F,D,,voting,20060622,1940-11-11,1940,2006,66,109118701,0.0,10,0.0
11297,1090151772,DEWINE,MICHAEL,S,OH,M,R,,voting,20060627,1947-01-05,1947,2006,59,109112971,0.0,9,0.0
11690,1090151824,KUCINICH,DENNIS,H,OH,M,D,10.0,voting,20060627,1946-10-08,1946,2006,60,109116900,0.0,9,0.1111111111111111
11714,1090152518,STEARNS,CLIFFORD,H,FL,M,R,6.0,voting,20060627,1941-04-16,1941,2006,65,109117140,0.0,20,0.4
11398,1090152722,BOND,CHRISTOPHER,S,MO,M,R,,voting,20060628,1939-03-06,1939,2006,67,109113981,0.0,10,0.0
12125,1090152813,SCHUMER,CHARLES,S,NY,M,D,,voting,20060628,1950-11-23,1950,2006,56,109121251,0.0,10,0.0
12164,1090152999,VISCLOSKY,PETER,H,IN,M,D,1.0,voting,20060628,1949-08-13,1949,2006,57,109121640,0.0,19,0.0526315789473684
11959,1090154107,GRASSLEY,CHARLES,S,IA,M,R,,voting,20060629,1933-09-17,1933,2006,73,109119591,0.0,9,0.1111111111111111
11726,1090154140,KERRY,JOHN,S,MA,M,D,,voting,20060629,1943-12-11,1943,2006,63,109117261,0.0,9,0.0
11959,1090154142,GRASSLEY,CHARLES,S,IA,M,R,,voting,20060629,1933-09-17,1933,2006,73,109119591,0.0,10,0.1
11441,1090154506,OXLEY,MICHAEL,H,OH,M,R,4.0,voting,20060629,1944-02-11,1944,2006,62,109114410,0.0,10,0.0
12045,1090154508,MCGOVERN,JAMES,H,MA,M,D,3.0,voting,20060629,1959-11-20,1959,2006,47,109120450,0.0,9,0.0
12141,1090154527,SLAUGHTER,LOUISE,H,NY,F,D,28.0,voting,20060629,1929-08-14,1929,2006,77,109121410,0.0,9,1.0
11680,1090154537,FRANK,BARNEY,H,MA,M,D,4.0,voting,20060629,1940-03-31,1940,2006,66,109116800,0.0,10,0.0
11680,1090154812,FRANK,BARNEY,H,MA,M,D,4.0,voting,20060629,1940-03-31,1940,2006,66,109116800,0.0,10,0.0
11749,1090154814,BACHUS,SPENCER,H,AL,M,R,6.0,voting,20060629,1947-12-28,1947,2006,59,109117490,0.0,10,0.0
12037,1090154855,MARKEY,EDWARD,H,MA,M,D,7.0,voting,20060629,1946-07-11,1946,2006,60,109120370,0.0,18,0.1666666666666666
11700,1090154898,PAUL,RONALD,H,TX,M,R,14.0,voting,20060629,1935-08-20,1935,2006,71,109117000,0.0,18,0.1111111111111111
11572,1090154902,KILPATRICK,CAROLYN,H,MI,F,D,13.0,voting,20060629,1945-06-25,1945,2006,61,109115720,0.0,10,1.0
12111,1090154904,ROYBAL-ALLARD,LUCILLE,H,CA,F,D,34.0,voting,20060629,1941-06-12,1941,2006,65,109121110,0.0,9,0.0
11992,1090155532,JACKSON LEE,SHEILA,H,TX,F,D,18.0,voting,20060711,1950-01-12,1950,2006,56,109119920,0.0,10,0.2
11812,1090155640,CARDIN,BENJAMIN,H,MD,M,D,3.0,voting,20060711,1943-10-05,1943,2006,63,109118120,0.0,9,0.1111111111111111
11417,1090155843,GREGG,JUDD,S,NH,M,R,,voting,20060711,1947-02-14,1947,2006,59,109114171,0.0,10,0.0
12131,1090157185,SENSENBRENNER,F.,H,WI,M,R,5.0,voting,20060713,1943-06-14,1943,2006,63,109121310,0.0,27,0.037037037037037
12122,1090157190,SCHAKOWSKY,JANICE,H,IL,F,D,9.0,voting,20060713,1944-05-26,1944,2006,62,109121220,0.0,10,0.0
11962,1090157231,GREEN,AL,H,TX,M,D,9.0,voting,20060713,1947-09-01,1947,2006,59,109119620,0.0,10,0.0
12043,1090157236,MCCOLLUM,BETTY,H,MN,F,D,4.0,voting,20060713,1954-07-12,1954,2006,52,109120430,0.0,9,0.0
11954,1090157293,GOHMERT,LOUIE,H,TX,M,R,1.0,voting,20060713,1953-08-18,1953,2006,53,109119540,0.0,30,0.0333333333333333
11954,1090157322,GOHMERT,LOUIE,H,TX,M,R,1.0,voting,20060713,1953-08-18,1953,2006,53,109119540,0.0,20,0.0
12131,1090157411,SENSENBRENNER,F.,H,WI,M,R,5.0,voting,20060713,1943-06-14,1943,2006,63,109121310,0.0,9,0.2222222222222222
11889,1090157415,CHABOT,STEVE,H,OH,M,R,1.0,voting,20060713,1953-01-22,1953,2006,53,109118890,0.0,10,0.1
11761,1090157419,GINGREY,PHIL,H,GA,M,R,11.0,voting,20060713,1942-07-10,1942,2006,64,109117610,0.0,9,0.0
11823,1090157730,STABENOW,DEBBIE,S,MI,F,D,,voting,20060713,1950-04-29,1950,2006,56,109118231,0.0,10,0.0
11470,1090158519,DAVIS,THOMAS,H,VA,M,R,11.0,voting,20060717,1949-01-05,1949,2006,57,109114700,0.0,9,0.0
11564,1090158601,HERSETH SANDLIN,STEPHANIE,H,SD,F,D,0.0,voting,20060717,1970-12-03,1970,2006,36,109115640,0.0,19,0.4736842105263157
11645,1090158798,KOHL,HERBERT,S,WI,M,D,,voting,20060718,1935-02-07,1935,2006,71,109116451,0.0,9,0.1111111111111111
11412,1090159651,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20060719,1953-03-02,1953,2006,53,109114121,0.0,10,0.1
11412,1090159726,FEINGOLD,RUSSELL,S,WI,M,D,,voting,20060719,1953-03-02,1953,2006,53,109114121,0.0,10,0.9
11641,1090159902,AKAKA,DANIEL,S,HI,M,D,,voting,20060719,1924-09-11,1924,2006,82,109116411,0.0,9,0.0
11726,1090159961,KERRY,JOHN,S,MA,M,D,,voting,20060719,1943-12-11,1943,2006,63,109117261,0.0,10,0.1
11747,1090160906,UDALL,MARK,H,CO,M,D,2.0,voting,20060720,1950-07-18,1950,2006,56,109117470,0.0,9,0.1111111111111111
11832,1090161174,DURBIN,RICHARD,S,IL,M,D,,voting,20060720,1944-11-21,1944,2006,62,109118321,0.0,10,0.3
11726,1090161238,KERRY,JOHN,S,MA,M,D,,voting,20060720,1943-12-11,1943,2006,63,109117261,0.0,10,0.0
11821,1090161351,NELSON,BILL,S,FL,M,D,,voting,20060720,1942-09-29,1942,2006,64,109118211,0.0,10,0.0
12085,1090162389,POE,TED,H,TX,M,R,2.0,voting,20060725,1948-09-10,1948,2006,58,109120850,0.0,10,0.0
11413,1090162486,FOLEY,MARK,H,FL,M,R,16.0,voting,20060725,1954-09-08,1954,2006,52,109114130,0.0,10,0.0
11473,1090162507,EMANUEL,RAHM,H,IL,M,D,5.0,voting,20060725,1959-11-29,1959,2006,47,109114730,0.0,9,0.0
11360,1090163215,DOMENICI,PETE,S,NM,M,R,,voting,20060726,1932-05-07,1932,2006,74,109113601,0.0,9,0.1111111111111111
12161,1090163447,UPTON,FRED,H,MI,M,R,6.0,voting,20060726,1953-04-23,1953,2006,53,109121610,0.0,9,0.2222222222222222
12085,1090163451,POE,TED,H,TX,M,R,2.0,voting,20060726,1948-09-10,1948,2006,58,109120850,0.0,10,0.0
11610,1090163453,STUPAK,BART,H,MI,M,D,1.0,voting,20060726,1952-02-29,1952,2006,54,109116100,0.0,9,0.0
11617,1090163457,WATSON,DIANE,H,CA,F,D,33.0,voting,20060726,1933-11-12,1933,2006,73,109116170,0.0,10,0.0
11519,1090163471,SHAYS,CHRISTOPHER,H,CT,M,R,4.0,voting,20060726,1945-10-18,1945,2006,61,109115190,0.0,9,0.0
11972,1090163528,HASTINGS,ALCEE,H,FL,M,D,23.0,voting,20060726,1936-09-05,1936,2006,70,109119720,0.0,10,1.0
12078,1090163619,PELOSI,NANCY,H,CA,F,D,8.0,voting,20060726,1940-03-26,1940,2006,66,109120780,0.0,10,0.0
11756,1090164121,CHRISTENSEN,DONNA,H,VI,F,D,0.0,nonvoting,20060727,1945-09-19,1945,2006,61,109117560,0.0,10,0.1
